Results from heasarc_atnfpulsar: ATNF Pulsar Catalog
Coordinate system:  Equatorial
|name            |ra           |dec          |period               |period_error|period_dot  |period_dot_error|dm        |dm_error|flux_1400_mhz|flux_1400_mhz_error|spect_index|spect_index_error|a1             |a1_error|eccentricity|eccentricity_error|min_mass|median_mass|companion_type|mass_ratio|mass_ratio_error|distance|pulsar_type|age     |b_surf  |transverse_velocity|
|PSR J1908+0833  |19 08 20.9600|+08 33 31.500|0.512110722994       |     1.2e-11| 1.98720e-15|         7.0e-19| 700.10000| 2.00000|        0.200|                   |           |                 |               |        |            |                  |        |           |              |          |                |   11.32|R          |4.08e+06|1.02e+12|                   |
|PSR J1301+0833  |13 01 38.2600|+08 33 57.500|0.00184              |     0.0e+00|            |                |  13.20000| 0.00000|             |                   |           |                 |               |        |            |                  |        |           |UL            |     49.00|            0.00|    1.23|HE         |        |        |                   |
|PSR J1917+0834  |19 17 48.8530|+08 34 54.630|2.129665364024       |     4.0e-12| 1.74935e-14|         2.0e-19|  29.18000| 0.06000|        0.310|              0.040|           |                 |               |        |            |                  |        |           |              |          |                |    1.23|R          |1.93e+06|6.18e+12|                   |
|PSR J1956+0838  |19 56 52.2600|+08 38 16.800|0.303910924347       |     7.0e-12| 2.19900e-16|         1.3e-18|  67.08700| 0.02400|        0.800|              0.200|           |                 |               |        |            |                  |        |           |              |          |                |    3.54|R          |2.19e+07|2.62e+11|                   |
|PSR J1915+0838  |19 15 13.8700|+08 38 59.700|0.34277679653        |     4.0e-11| 1.57100e-15|         4.0e-18| 358.00000| 3.00000|        0.290|              0.040|           |                 |               |        |            |                  |        |           |              |          |                |   10.84|R          |3.46e+06|7.43e+11|                   |
|PSR J1908+0839  |19 08 18.5100|+08 39 59.200|0.185397243919       |     1.4e-11| 2.38650e-15|         1.4e-18| 512.10000| 2.40000|        0.490|              0.010|           |                 |               |        |            |                  |        |           |              |          |                |    8.27|R          |1.23e+06|6.73e+11|                   |
|PSR J1916+0844  |19 16 19.0810|+08 44 07.000|0.439995272067       |     8.0e-12| 2.90090e-15|         4.0e-19| 339.40000| 0.80000|        0.440|              0.050|       -1.3|              0.5|               |        |            |                  |        |           |              |          |                |   11.01|R          |2.40e+06|1.14e+12|                   |
|PSR J1914+08    |19 14 18.0000|+08 45 00.000|0.440048             |     2.0e-06|            |                | 285.00000| 0.00000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |    7.84|R          |        |        |                   |
|PSR J1916+0852  |19 16 24.6000|+08 52 36.000|2.1827459895         |     6.0e-10| 1.31000e-14|         3.0e-16| 295.00000|10.00000|        0.130|              0.020|           |                 |               |        |            |                  |        |           |              |          |                |    9.39|R          |2.64e+06|5.41e+12|                   |
|PSR J1853+0853  |18 53 22.0700|+08 53 17.000|3.9146579157         |     5.0e-10| 5.13000e-15|         7.0e-17| 214.00000| 5.00000|        0.110|                   |           |                 |               |        |            |                  |        |           |              |          |                |   12.65|R          |1.21e+07|4.54e+12|                   |
|PSR J0509+0856  |05 09 22.2349|+08 56 25.025|0.0040558382315644   |     5.0e-16| 4.41200e-21|         1.2e-23|  38.31800| 0.00400|        0.800|                   |           |                 |    2.458025500| 3.0e-07|  0.00002240|        0.00000040|  0.1123|     0.1307|He(?)         |          |                |    0.82|R          |1.46e+10|1.35e+08|              26.84|
|PSR J1907+0859  |19 07 01.9130|+08 59 43.800|1.52704227084        |     3.0e-11| 5.54460e-15|         1.2e-18| 190.00000| 3.00000|        0.070|                   |           |                 |               |        |            |                  |        |           |              |          |                |    4.99|R          |4.36e+06|2.94e+12|                   |
|PSR J1856+09    |18 56 00.0000|+09 00 00.000|2.17071              |     1.1e-04|            |                | 193.40000| 0.60000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |    9.84|R          |        |        |                   |
|PSR J1911+09    |19 11 00.0000|+09 00 00.000|0.27371              |     0.0e+00|            |                | 334.70000| 0.00000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |    6.23|R          |        |        |                   |
|PSR J1905+0902  |19 05 19.5350|+09 02 32.490|0.2182529126846      |     9.0e-13| 3.49853e-15|         8.0e-20| 433.40000| 0.10000|        0.097|              0.005|           |                 |               |        |            |                  |        |           |              |          |                |   11.55|R          |9.88e+05|8.84e+11|                   |
|PSR J1913+0904  |19 13 21.0610|+09 04 45.400|0.163245785775       |     1.1e-11| 1.76167e-14|         8.0e-19|  95.30000| 0.60000|        0.400|              0.100|           |                 |               |        |            |                  |        |           |              |          |                |    3.00|HE         |1.47e+05|1.72e+12|                   |
|PSR J0646+0905  |06 46 30.9950|+09 05 49.300|0.9039132            |     7.0e-07| 7.35700e-16|         3.0e-19| 149.00000| 0.70000|        3.600|              1.100|           |                 |               |        |            |                  |        |           |              |          |                |    2.52|R          |1.95e+07|8.25e+11|                   |
|PSR J1944+0907  |19 44 09.3309|+09 07 23.006|0.005185201909339406 |     1.4e-17| 1.73360e-20|         9.0e-25|  24.35980| 0.00050|        2.600|                   |           |                 |               |        |            |                  |        |           |              |          |                |    1.22|R          |4.74e+09|3.03e+08|             154.62|
|PSR J1908+0909  |19 08 07.4370|+09 09 12.400|0.336554651762       |     1.6e-11| 3.48712e-14|         7.0e-19| 467.50000| 1.50000|        0.220|              0.040|           |                 |               |        |            |                  |        |           |              |          |                |    8.91|R          |1.53e+05|3.47e+12|                   |
|PSR J0628+0909  |06 28 36.1830|+09 09 13.900|1.241421391299       |     3.0e-12| 5.47900e-16|         2.0e-19|  88.30000| 0.20000|        0.058|              0.005|           |                 |               |        |            |                  |        |           |              |          |                |    1.77|R          |3.59e+07|8.35e+11|                   |
|PSR J2007+0910  |20 07 58.1031|+09 10 12.930|0.4587348258074      |     6.0e-13| 3.32440e-16|         1.2e-19|  48.72934| 0.00067|             |                   |       -2.7|              0.7|               |        |            |                  |        |           |              |          |                |    2.63|R          |2.19e+07|3.95e+11|                   |
|PSR J1927+0911  |19 27 25.6280|+09 11 05.700|0.290305256197       |     5.0e-12| 6.35000e-17|         4.0e-19| 202.70000| 0.40000|        0.160|                   |           |                 |               |        |            |                  |        |           |              |          |                |   10.94|R          |7.24e+07|1.37e+11|                   |
|PSR J1841+0912  |18 41 55.9590|+09 12 07.350|0.381319294128       |     3.0e-12| 1.09034e-15|         1.1e-20|  49.15790| 0.00430|        1.700|              0.100|       -2.0|              0.1|               |        |            |                  |        |           |              |          |                |    1.66|R          |5.54e+06|6.52e+11|             313.62|
|PSR J2045+0912  |20 45 47.3438|+09 12 29.160|0.3955551117394      |     5.0e-13| 1.95200e-16|         7.0e-20|  31.77600| 0.00400|             |                   |       -1.0|              0.6|               |        |            |                  |        |           |              |          |                |    2.46|R          |3.21e+07|2.81e+11|                   |
|PSR J1909+0912  |19 09 19.9100|+09 12 53.700|0.222949273318       |     1.5e-11| 3.58050e-14|         5.0e-18| 421.50000| 1.70000|        0.400|              0.100|           |                 |               |        |            |                  |        |           |              |          |                |    7.61|R          |9.87e+04|2.86e+12|                   |
|PSR J1906+0912  |19 06 28.4600|+09 12 56.600|0.77534458995        |     5.0e-11| 1.32000e-16|         1.9e-17| 265.00000| 5.00000|        0.320|              0.060|           |                 |               |        |            |                  |        |           |              |          |                |    7.41|R          |9.29e+07|3.24e+11|                   |
|PSR J0647+0913  |06 47 15.6800|+09 13 59.500|1.23485362778        |     3.0e-11| 6.42100e-15|         8.0e-18| 154.70000| 1.20000|        0.180|              0.050|           |                 |               |        |            |                  |        |           |              |          |                |    2.67|R          |3.05e+06|2.85e+12|                   |
|PSR J1947+0915  |19 47 46.2200|+09 15 08.000|1.48074382424        |     9.0e-11| 4.78000e-16|         1.6e-17|  94.00000| 4.00000|        0.200|                   |           |                 |               |        |            |                  |        |           |              |          |                |    5.15|R          |4.91e+07|8.51e+11|                   |
|PSR J1908+0916  |19 08 58.7600|+09 16 14.000|0.83026988471        |     6.0e-11| 9.80000e-17|         1.4e-17| 249.80000| 0.50000|        0.230|              0.030|           |                 |               |        |            |                  |        |           |              |          |                |    5.56|R          |1.34e+08|2.89e+11|                   |
|PSR J1907+0918  |19 07 22.4410|+09 18 30.760|0.2261071099878      |     6.0e-13| 9.42955e-14|         4.0e-19| 357.90000| 0.10000|        0.200|                   |       -0.3|              0.2|               |        |            |                  |        |           |              |          |                |    8.22|R          |3.80e+04|4.67e+12|                   |
|PSR J1907+0919  |19 07 14.3300|+09 19 20.100|5.198346             |     3.0e-06| 9.20000e-11|         4.0e-12|          |        |             |                   |           |                 |               |        |            |                  |        |           |              |          |                |        |AXP,NRAD   |8.95e+02|7.00e+14|                   |
|PSR J1846+0919  |18 46 26.0000|+09 19 46.000|0.2255514533         |     3.0e-10| 9.93000e-15|         3.0e-17|          |        |             |                   |           |                 |               |        |            |                  |        |           |              |          |                |    1.53|NRAD       |3.60e+05|1.51e+12|                   |
|PSR J0023+0923  |00 23 16.8781|+09 23 23.865|0.003050203104480002 |     7.0e-18| 1.14234e-20|         4.0e-25|  14.32810| 0.00004|        0.480|                   |           |                 |    0.034841420| 7.0e-08|  0.00000820|        0.00000320|  0.0164|     0.0189|UL            |          |                |    1.11|HE         |4.23e+09|1.89e+08|              73.24|
|PSR J1903+0925  |19 03 55.1800|+09 25 55.000|0.35715482026        |     9.0e-11| 3.68990e-14|         1.3e-17| 162.00000| 6.00000|        0.200|                   |           |                 |               |        |            |                  |        |           |              |          |                |    6.26|R          |1.53e+05|3.67e+12|                   |
|PSR J1543+0929  |15 43 38.8250|+09 29 16.339|0.748448416229       |     6.0e-12| 4.32480e-16|         4.0e-20|  34.97580| 0.00160|        5.900|              0.900|       -2.1|              0.1|               |        |            |                  |        |           |              |          |                |    5.90|R          |2.74e+07|5.76e+11|             227.50|
|PSR J0711+0931  |07 11 36.1800|+09 31 25.000|1.21409049248        |     1.0e-11| 4.00000e-16|         1.0e-16|  46.23800| 0.01300|        0.040|              0.010|       -2.5|              0.3|               |        |            |                  |        |           |              |          |                |    1.17|R          |4.81e+07|7.05e+11|                   |
|PSR J1313+0931  |13 13 23.0000|+09 31 56.000|0.84893275073        |     2.0e-11| 8.00000e-16|         1.0e-16|  12.04062| 0.00004|        0.160|              0.010|       -2.6|              0.3|               |        |            |                  |        |           |              |          |                |    1.08|R          |1.68e+07|8.34e+11|                   |
|PSR J1913+0936  |19 13 52.7000|+09 36 41.800|1.24196459936        |     3.0e-11| 4.32000e-16|         4.0e-18| 157.00000| 2.00000|        0.140|              0.020|           |                 |               |        |            |                  |        |           |              |          |                |    4.34|R          |4.56e+07|7.41e+11|                   |
|PSR J0815+0939  |08 15 08.7760|+09 39 50.700|0.64516119106        |     5.0e-11| 1.39000e-16|         6.0e-18|  52.65890| 0.00790|             |                   |       -0.6|              0.7|               |        |            |                  |        |           |              |          |                |    2.49|R          |7.35e+07|3.03e+11|                   |
|PSR J1857+0943  |18 57 36.3904|+09 43 17.196|0.00536210046612603  |     9.0e-17| 1.78395e-20|         9.0e-25|  13.31400| 0.00250|        5.100|              0.300|       -1.6|              0.1|    9.230780200| 3.0e-07|  0.00002164|        0.00000003|  0.2414|     0.2837|He            |          |                |    1.20|R          |4.76e+09|3.13e+08|              34.28|
|PSR J2234+0944  |22 34 46.8538|+09 44 30.247|0.00362702789526704  |     6.0e-17| 2.00900e-20|         4.0e-24|  17.83100| 0.00140|             |                   |           |                 |    0.068429300| 3.0e-07|  0.00000450|        0.00000520|  0.0154|     0.0178|UL            |          |                |    0.77|HE         |2.86e+09|2.73e+08|             119.45|
|PSR J0152+0948  |01 52 23.7300|+09 48 10.000|2.74664729014        |     1.0e-10| 1.70000e-15|         4.0e-18|  22.88100| 0.01200|             |                   |       -0.6|              0.7|               |        |            |                  |        |           |              |          |                |    2.48|R          |2.56e+07|2.19e+12|                   |
|PSR J0550+09    |05 50 28.0000|+09 51 00.000|1.745                |     0.0e+00|            |                |  86.60000| 0.00000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |    1.80|R          |        |        |                   |
|PSR J1916+0951  |19 16 32.3445|+09 51 25.980|0.2702544395645      |     8.0e-13| 2.51846e-15|         6.0e-21|  60.95300| 0.00600|        1.600|              0.300|       -2.3|              0.1|               |        |            |                  |        |           |              |          |                |    1.90|R          |1.70e+06|8.35e+11|              81.32|
|PSR J0946+0951  |09 46 07.6000|+09 51 55.000|1.09770570486        |     7.0e-11| 3.49339e-15|         2.0e-19|  15.31845| 0.00090|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |    0.89|R          |4.98e+06|1.98e+12|             183.19|
|PSR J1911+10    |19 11 00.0000|+10 00 00.000|0.19089              |     0.0e+00|            |                | 446.20000| 0.00000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |    8.08|R          |        |        |                   |
|PSR J1913+1000  |19 13 03.5900|+10 00 02.400|0.83714819649        |     5.0e-11| 1.67370e-14|         6.0e-18| 422.00000| 3.00000|        0.530|              0.060|       -1.5|              0.5|               |        |            |                  |        |           |              |          |                |    7.67|R          |7.92e+05|3.79e+12|                   |
|PSR J1740+1000  |17 40 25.9500|+10 00 06.300|0.154087174313       |     2.0e-12| 2.14651e-14|         2.0e-19|  23.89700| 0.02500|        2.700|              1.100|       -0.7|              0.3|               |        |            |                  |        |           |              |          |                |    1.23|HE         |1.14e+05|1.84e+12|                   |
|PSR J1022+1001  |10 22 57.9957|+10 01 52.765|0.01645292995419539  |     9.0e-17| 4.33375e-20|         1.7e-24|  10.25210| 0.00010|        4.900|              0.400|       -1.9|              0.1|   16.765410400| 5.0e-07|  0.00009723|        0.00000001|  0.7053|     0.8530|CO            |          |                |    0.72|R          |6.02e+09|8.54e+08|              54.33|
|PSR J0621+1002  |06 21 22.1144|+10 02 38.735|0.0288538611940574   |     1.6e-15| 4.73000e-20|         5.0e-23|  36.47000| 0.03000|        1.900|              0.300|       -1.9|              0.0|   12.032073200| 4.0e-07|  0.00245724|        0.00000007|  0.4429|     0.5273|CO            |          |                |    0.42|R          |9.67e+09|1.18e+09|               6.51|
|PSR J1334+10    |13 34 30.0000|+10 05 00.000|0.9111               |     0.0e+00|            |                |  24.00000| 0.04000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |   25.00|R          |        |        |                   |
|PSR J1915+1009  |19 15 29.9910|+10 09 43.370|0.4045517674400      |     1.5e-12| 1.52577e-14|         1.4e-19| 241.69300| 0.01000|        2.000|              0.400|       -2.0|              0.1|               |        |            |                  |        |           |              |          |                |    7.00|R          |4.20e+05|2.51e+12|             598.28|
|PSR J1913+1011  |19 13 20.3410|+10 11 22.970|0.03590861279827     |     1.5e-13| 3.36768e-15|         6.0e-20| 178.80000| 0.30000|        0.900|              0.200|       -2.2|              0.9|               |        |            |                  |        |           |              |          |                |    4.61|HE         |1.69e+05|3.52e+11|                   |
|PSR J1904+1011  |19 04 02.4900|+10 11 34.600|1.85656971650        |     7.0e-11| 2.76000e-16|         8.0e-18| 135.00000| 2.00000|        0.580|              0.070|       -1.6|              0.7|               |        |            |                  |        |           |              |          |                |    5.50|R          |1.07e+08|7.24e+11|                   |
|PSR J1645+1012  |16 45 34.4150|+10 12 16.040|0.410860719379       |     1.0e-12| 8.13000e-17|         2.0e-19|  36.17129| 0.00019|             |                   |       -3.0|              0.5|               |        |            |                  |        |           |              |          |                |    3.91|R          |8.01e+07|1.85e+11|                   |
|PSR J0625+10    |06 25 45.0000|+10 16 00.000|0.498397             |     3.0e-06|            |                |  78.00000|15.00000|        0.086|                   |           |                 |               |        |            |                  |        |           |              |          |                |    1.64|R          |        |        |                   |
|PSR J1824+10    |18 24 05.0000|+10 17 00.000|0.00407              |     0.0e+00|            |                |  60.00000| 0.00000|             |                   |           |                 |   35.000000000| 0.0e+00|            |                  |  0.2598|     0.3056|He(?)         |          |                |    2.93|HE         |        |        |                   |
|PSR J1745+1017  |17 45 33.8371|+10 17 52.523|0.0026521296710897   |     4.0e-16| 2.72900e-21|         1.5e-23|  23.97000| 0.00200|             |                   |           |                 |    0.088172000| 1.0e-06|            |                  |  0.0137|     0.0158|UL            |          |                |    1.21|HE         |1.54e+10|8.61e+07|              44.80|
|PSR J1954+1021  |19 54 36.8000|+10 21 10.500|2.09944017034        |     5.0e-11| 1.73500e-15|         3.0e-18|  80.87000| 0.04000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |    4.28|R          |1.92e+07|1.93e+12|                   |
|PSR J1916+1023  |19 16 36.9100|+10 23 03.000|1.6183389208         |     8.0e-10| 6.80000e-16|         1.4e-16| 329.80000| 0.10000|        0.360|              0.050|       -1.6|              0.9|               |        |            |                  |        |           |              |          |                |    7.75|R          |3.77e+07|1.06e+12|                   |
|PSR J1806+1023  |18 06 52.1140|+10 23 18.300|0.484286459778       |     2.0e-12| 5.72500e-17|         4.0e-20|  52.03000| 0.07000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |    2.95|R          |1.34e+08|1.68e+11|                   |
|PSR J1941+1026  |19 41 32.3340|+10 26 25.600|0.90539388830        |     2.0e-11| 9.96200e-16|         8.0e-19| 138.91000| 0.02000|             |                   |       -1.4|              1.4|               |        |            |                  |        |           |              |          |                |    7.97|R          |1.44e+07|9.61e+11|                   |
|PSR J1910+1027  |19 10 00.0000|+10 27 00.000|0.53147              |     0.0e+00|            |                | 705.70000| 0.00000|        0.060|                   |           |                 |               |        |            |                  |        |           |              |          |                |   16.74|R          |        |        |                   |
|PSR J1916+1030  |19 16 11.7200|+10 30 53.400|0.62896972129        |     6.0e-11| 3.40000e-17|         2.0e-18| 387.20000| 0.30000|        0.220|              0.030|           |                 |               |        |            |                  |        |           |              |          |                |    8.15|R          |2.93e+08|1.48e+11|                   |
|PSR J1912+1036  |19 12 46.3300|+10 36 41.600|0.409349485862       |     6.0e-12| 1.57620e-14|         8.0e-19| 147.00000| 0.50000|        0.220|              0.030|           |                 |               |        |            |                  |        |           |              |          |                |    4.15|R          |4.11e+05|2.57e+12|                   |
|PSR J0631+1036  |06 31 27.5240|+10 37 02.500|0.287800021959       |     9.0e-12| 1.04674e-13|         1.7e-18| 125.36000| 0.01000|        0.900|              0.200|           |                 |               |        |            |                  |        |           |              |          |                |    2.10|HE         |4.36e+04|5.55e+12|                   |
|PSR J1920+1040  |19 20 55.3800|+10 40 31.000|2.21580173889        |     2.0e-10| 6.48000e-15|         3.0e-17| 304.00000| 9.00000|        0.570|              0.070|       -3.4|              0.8|               |        |            |                  |        |           |              |          |                |   10.15|R          |5.42e+06|3.83e+12|                   |
|PSR J1834+10    |18 34 27.0000|+10 44 00.000|1.172719             |     3.0e-06|            |                |  78.47900| 0.02400|             |                   |       -2.2|              0.7|               |        |            |                  |        |           |              |          |                |    4.12|R          |        |        |                   |
|PSR J1947+10    |19 47 36.0000|+10 44 00.000|1.110944             |     3.0e-06|            |                | 149.00000|30.00000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |   10.85|R          |        |        |                   |
|PSR J1939+10    |19 39 11.0000|+10 45 00.000|2.31                 |     3.0e-02|            |                |  90.00000| 8.00000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |    3.55|R          |        |        |                   |
|PSR J1854+1050  |18 54 29.3300|+10 46 42.000|0.573196989078       |     2.0e-11| 6.38870e-16|         1.7e-19| 207.20000| 0.30000|        1.030|              0.140|       -2.0|              0.8|               |        |            |                  |        |           |              |          |                |   13.84|R          |1.42e+07|6.12e+11|                   |
|PSR J1913+1050  |19 13 35.3640|+10 50 26.600|0.190067107649       |     3.0e-12| 1.95460e-16|         1.2e-19| 231.10000| 0.90000|        0.060|                   |           |                 |               |        |            |                  |        |           |              |          |                |    5.45|R          |1.54e+07|1.95e+11|                   |
|PSR J2047+1053  |20 47 00.0000|+10 53 00.000|0.00429              |     0.0e+00|            |                |  34.60000| 0.00000|             |                   |           |                 |               |        |            |                  |        |           |UL            |          |                |    2.79|HE         |        |        |                   |
|PSR J1932+1059  |19 32 14.0570|+10 59 33.380|0.2265187466568      |     1.1e-12| 1.15683e-15|         1.6e-20|   3.18321| 0.00016|       28.700|              5.700|       -1.7|              0.2|               |        |            |                  |        |           |              |          |                |    0.31|HE         |3.10e+06|5.18e+11|             152.03|
|PSR J1901+11    |19 01 00.0000|+11 00 00.000|0.40914              |     1.0e-05|            |                | 268.90000| 0.80000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |   13.92|R          |        |        |                   |
|PSR J1909+1102  |19 09 48.6938|+11 02 03.350|0.2836413311242      |     9.0e-13| 2.63972e-15|         3.0e-20| 149.98200| 0.00400|        3.200|              0.600|       -1.9|              0.1|               |        |            |                  |        |           |              |          |                |    4.80|R          |1.70e+06|8.76e+11|             214.69|
|PSR J1913+1102  |19 13 29.0542|+11 02 05.741|0.027285006852515    |     1.5e-14| 1.61000e-19|         3.0e-21| 338.96000| 0.02000|        0.020|                   |           |                 |    1.754623000| 8.0e-06|  0.08954000|        0.00001000|  0.8780|     1.0718|NS            |          |                |    7.14|R          |2.69e+09|2.12e+09|                   |
|PSR J1913+1103  |19 13 00.0000|+11 03 00.000|0.92391              |     0.0e+00|            |                | 628.90000| 0.00000|        0.090|                   |           |                 |               |        |            |                  |        |           |              |          |                |   12.14|R          |        |        |                   |
|PSR J1920+1110  |19 20 13.3100|+11 10 59.000|0.50988582045        |     5.0e-11| 1.56000e-16|         1.9e-17| 182.00000| 3.00000|        0.390|              0.080|           |                 |               |        |            |                  |        |           |              |          |                |    6.13|R          |5.18e+07|2.85e+11|                   |
|PSR J0525+1115  |05 25 56.4483|+11 15 19.080|0.35443759451370     |     1.3e-13| 7.36052e-17|         6.0e-22|  79.41800| 0.01300|        1.700|              0.300|       -1.9|              0.1|               |        |            |                  |        |           |              |          |                |    1.84|R          |7.63e+07|1.63e+11|             270.57|
|PSR J1822+1120  |18 22 14.6000|+11 20 56.200|1.78703680542        |     4.0e-11| 2.34600e-15|         4.0e-18|  95.20000| 0.60000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |    7.78|R          |1.21e+07|2.07e+12|                   |
|PSR J1914+1122  |19 14 10.1200|+11 22 03.700|0.60099749634        |     9.0e-11| 6.55500e-16|         1.4e-18| 100.00000|10.00000|        0.550|              0.070|           |                 |               |        |            |                  |        |           |              |          |                |    3.14|R          |1.45e+07|6.35e+11|                   |
|PSR J0305+11    |03 05 06.0000|+11 23 00.000|0.8621               |     0.0e+00|            |                |  27.97000| 0.06000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |    1.84|R          |        |        |                   |
|PSR J1951+1123  |19 51 08.2500|+11 23 25.200|5.0940830275         |     2.0e-10| 3.03100e-15|         8.0e-18|  31.29000| 0.09000|             |                   |       -1.5|              0.5|               |        |            |                  |        |           |              |          |                |    1.51|R          |2.66e+07|3.98e+12|                   |
|PSR J1814+1130  |18 14 42.7420|+11 30 43.950|0.751261115038       |     3.0e-12| 1.66038e-15|         8.0e-20|  65.00000| 1.00000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |    4.15|R          |7.17e+06|1.13e+12|                   |
|PSR J1922+1131  |19 22 50.2700|+11 31 58.500|0.56207429041        |     3.0e-11| 2.57000e-17|         1.0e-18| 335.00000| 3.00000|        0.130|                   |           |                 |               |        |            |                  |        |           |              |          |                |   10.49|R          |3.47e+08|1.22e+11|                   |
|PSR J1915+1144  |19 15 00.0000|+11 44 00.000|0.17365              |     0.0e+00|            |                | 338.30000| 0.00000|        0.080|                   |           |                 |               |        |            |                  |        |           |              |          |                |    7.22|R          |        |        |                   |
|PSR J1913+1145  |19 13 43.8800|+11 45 33.100|0.30606864497        |     3.0e-11| 5.01600e-15|         1.1e-17| 637.00000| 2.20000|        0.430|              0.090|       -1.8|              0.7|               |        |            |                  |        |           |              |          |                |   13.77|R          |9.67e+05|1.25e+12|                   |
|PSR J1909+1148  |19 09 31.3790|+11 48 59.860|0.448945466859       |     3.0e-12| 7.25000e-17|         8.0e-20| 199.80000| 0.50000|        0.090|                   |           |                 |               |        |            |                  |        |           |              |          |                |    7.13|R          |9.81e+07|1.83e+11|                   |
|PSR J1915+1149  |19 15 00.0000|+11 49 00.000|0.10004              |     0.0e+00|            |                | 702.10000| 0.00000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |   14.17|R          |        |        |                   |
|PSR J1907+1149  |19 07 37.7800|+11 49 37.100|1.42016034143        |     1.7e-10| 1.59790e-13|         3.0e-17| 202.80000| 1.50000|        0.156|                   |           |                 |               |        |            |                  |        |           |              |          |                |    7.55|R          |1.41e+05|1.52e+13|                   |
|PSR J1953+1149  |19 53 47.4700|+11 49 42.600|0.8518902768         |     2.0e-10| 2.86500e-15|         1.5e-17| 140.03000| 0.03000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |   10.52|R          |4.71e+06|1.58e+12|                   |
|PSR J1537+1155  |15 37 09.9617|+11 55 55.434|0.03790444117830463  |     1.6e-16| 2.42249e-18|         3.0e-24|  11.61944| 0.00002|        0.600|              0.200|       -1.9|              0.0|    3.729463600| 6.0e-07|  0.27367752|        0.00000007|  1.3037|     1.6243|NS            |          |                |    1.05|R          |2.48e+08|9.70e+09|             126.21|
|PSR J1935+1159  |19 35 16.0760|+11 59 09.200|1.93975818010        |     1.6e-10| 9.47800e-16|         6.0e-19| 188.76000| 0.06000|        0.170|              0.030|           |                 |               |        |            |                  |        |           |              |          |                |    8.42|R          |3.24e+07|1.37e+12|                   |
|PSR J1404+1159  |14 04 36.9610|+11 59 15.360|2.65043873290        |     3.0e-11| 1.37445e-15|         1.2e-19|  18.46600| 0.00900|        0.027|              0.005|           |                 |               |        |            |                  |        |           |              |          |                |    2.18|R          |3.06e+07|1.93e+12|                   |
|PSR J2129+1210G |21 29 57.9500|+12 09 57.300|0.037660166953       |     8.0e-12| 2.00000e-18|         5.0e-19|  66.40000| 0.20000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |   14.20|R          |2.98e+08|8.78e+09|                   |
|PSR J2129+1210H |21 29 58.1840|+12 09 59.430|0.0067433942397      |     3.0e-13| 2.40000e-20|         1.3e-20|  67.15000| 0.12000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |   14.20|R          |4.45e+09|4.07e+08|                   |
|PSR J2129+1210D |21 29 58.2740|+12 09 59.740|0.0048028043457      |     3.0e-13|-1.07500e-18|         1.2e-20|  67.30000| 0.20000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |   14.20|R          |        |        |                   |
|PSR J2129+1210B |21 29 58.6320|+12 10 00.310|0.05613303552473     |     9.0e-14| 9.54060e-18|         6.0e-22|  67.69000| 0.12000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |   14.20|R          |9.32e+07|2.34e+10|             171.64|
|PSR J2129+1210A |21 29 58.2465|+12 10 01.234|0.11066470446904     |     5.0e-14|-2.10281e-17|         2.0e-22|  67.31000| 0.05000|        0.200|                   |           |                 |               |        |            |                  |        |           |              |          |                |   14.20|R          |        |        |             293.76|
|PSR J2129+1210F |21 29 57.1780|+12 10 02.910|0.00402704270710     |     1.5e-13| 3.20000e-20|         8.0e-21|  65.52000| 0.15000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |   14.20|R          |1.99e+09|3.63e+08|                   |
|PSR J2129+1210E |21 29 58.1870|+12 10 08.630|0.00465143521539     |     1.3e-13| 1.78000e-19|         7.0e-21|  66.51000| 0.12000|             |                   |           |                 |               |        |            |                  |        |           |              |          |                |   14.20|R          |4.14e+08|9.21e+08|                   |
|PSR J2129+1210C |21 30 01.2042|+12 10 38.209|0.03052929614864     |     1.0e-14| 4.98789e-18|         2.0e-23|  67.13000| 0.05000|             |                   |           |                 |    2.518450000| 6.0e-05|  0.68139500|        0.00000200|  0.9240|     1.1307|NS            |          |                |   14.20|R          |9.70e+07|1.25e+10|             238.78|
